년도,날짜,승패,상대,AVG_K,OPS_K,LI_K,WPA_K,HR/AB_K,SO/AB_K,ERA_K,WHIP_K,LI_K,WPA_K,SO/IP_K,AVG_R,OPS_R,LI_R,WPA_R,HR/AB_R,SO/AB_R,ERA_R,WHIP_R,LI_R,WPA_R,SO/IP_R
2020,10월 15일,1,NC,0.366,0.996,0.97,0.929,0.049,0.195,11,2,1.3,-0.428,0.889,0.361,0.984,1.27,0.428,0.056,0.222,11,2.11,1,-0.929,0.889
2020,10월 16일,0,LG,0.182,0.394,0.42,-0.186,0,0.273,10.13,2.13,0.4,-0.314,0.5,0.375,0.93,0.37,0.314,0,0.125,0,0.67,0.4,0.186,1
2020,10월 17일,0,LG,0.316,0.883,0.96,0.087,0.026,0.132,12.38,2.63,0.6,-0.587,0.25,0.429,1.324,0.64,0.587,0.057,0.057,7,2,1,-0.087,0.556
2020,10월 18일,1,LG,0.156,0.505,0.84,0.065,0,0.125,0,0.56,0.8,0.435,0.444,0.133,0.395,0.78,-0.435,0,0.133,2,1.44,0.8,-0.065,0.444
2020,10월 20일,0,NC,0.235,0.594,0.12,-0.057,0.029,0.088,12,2.33,0.3,-0.444,0.556,0.429,1.099,0.28,0.444,0.024,0.119,2,1.11,0.1,0.057,0.333
2020,10월 22일,1,한화,0.359,0.861,0.5,0.402,0,0.154,4,1.67,0.5,0.098,1.111,0.297,0.867,0.5,-0.098,0,0.27,9,2.11,0.5,-0.402,0.667
2020,10월 23일,0,LG,0.265,0.724,1.32,-0.135,0.029,0.176,3,1.67,1,-0.365,0.667,0.172,0.671,0.97,0.365,0,0.207,4,1.33,1.3,0.135,0.667
2020,10월 24일,0,삼성,0.316,1.039,1.25,0.012,0.079,0.316,11,2.22,1,-0.512,1,0.324,0.994,1.03,0.512,0.027,0.243,7,1.67,1.2,-0.012,1.333
2020,10월 25일,1,삼성,0.351,1.063,0.63,0.177,0.081,0.135,1,1.11,0.8,0.323,0.778,0.212,0.631,0.82,-0.323,0.03,0.212,10.13,2.38,0.6,-0.177,0.625
2020,10월 27일,0,KT,0.324,0.726,1.89,0.211,0,0.162,7,1.67,1,-0.711,0.889,0.297,0.933,0.97,0.711,0.081,0.216,6,1.67,1.9,-0.211,0.667
2020,10월 28일,1,KT,0.278,0.678,1.3,0.241,0.028,0.167,0.9,1.3,1.9,0.259,0.7,0.184,0.585,1.94,-0.259,0.026,0.184,3.86,1.18,1.3,-0.241,0.659
2020,10월 29일,0,두산,0.25,0.724,0.4,-0.101,0.028,0.194,8,2.22,0.3,-0.399,0.444,0.366,1.118,0.31,0.399,0.098,0.098,1,1.33,0.4,0.101,0.778
2020,10월 30일,0,롯데,0.242,0.568,0.7,-0.113,0,0.121,14.63,2.88,0.7,-0.387,0.75,0.455,1.376,0.71,0.387,0.114,0.136,2,1,0.7,0.113,0.444
2020,10월 31일,1,NC,0.278,0.742,1.32,0.403,0.028,0.194,2,1.33,1.6,0.097,0.667,0.455,1.376,0.71,0.387,0.114,0.136,4.15,1.85,1.3,-0.403,0.854
2021,04월 04일,0,두산,0.265,0.648,1.04,-0.331,0,0.176,4.5,1.25,1.5,-0.169,0.75,0.267,0.713,1.48,0.169,0.033,0.1,1,1.33,1,0.331,0.667
2021,04월 06일,1,키움,0.295,0.742,1.66,0.228,0.023,0.227,3.27,0.64,1.4,0.272,1.182,0.132,0.406,1.39,-0.272,0,0.342,3.27,1.36,1.7,-0.228,0.909
2021,04월 07일,1,키움,0.306,0.771,1.71,0.237,0,0.102,3.75,1.08,2,0.263,0.833,0.178,0.511,2.05,-0.263,0,0.222,6,1.83,1.7,-0.237,0.417
2021,04월 08일,1,키움,0.226,0.617,1.56,0.479,0,0.226,3,1.22,1,0.021,0.556,0.148,0.63,1.04,-0.021,0.037,0.185,5,1.44,1.6,-0.479,0.778
2021,04월 09일,0,NC,0.325,0.757,0.55,-0.116,0,0.25,10,2.11,0.6,-0.384,0.556,0.359,1.021,0.56,0.384,0.026,0.128,4,1.67,0.5,0.116,1.111
2021,04월 10일,0,NC,0.161,0.418,0.38,-0.065,0,0.194,9,1.67,0.5,-0.435,0.889,0.316,0.948,0.51,0.435,0.053,0.211,2,0.89,0.4,0.065,0.667
2021,04월 11일,0,NC,0.278,0.714,1.04,-0.12,0,0.194,7,1.67,0.8,-0.38,0.444,0.333,0.968,0.82,0.38,0.056,0.111,3,1.22,1,0.12,0.778
2021,04월 13일,0,롯데,0.067,0.192,0.31,-0.157,0,0.333,8,2.44,0.4,-0.343,0.889,0.316,0.828,0.45,0.343,0,0.211,0,0.44,0.3,0.157,1.111
2021,04월 14일,1,롯데,0.143,0.422,1.37,-0.269,0,0.171,1.5,1.25,1.8,0.769,0.417,0.227,0.556,1.77,-0.769,0,0.114,2.31,0.94,1.4,0.269,0.536
2021,04월 15일,1,롯데,0.361,0.989,0.73,0.521,0,0.111,5,1.78,0.9,-0.021,1.222,0.257,0.686,0.85,0.021,0,0.314,11.25,2.75,0.7,-0.521,0.5
2021,04월 16일,1,SSG,0.39,0.898,0.88,0.485,0,0.195,6,2.22,1.5,0.015,0.889,0.297,0.879,1.48,-0.015,0.027,0.216,11,2.22,0.9,-0.485,0.889
2021,04월 17일,0,SSG,0.194,0.532,2.24,-0.176,0,0.167,3.72,1.45,1.5,-0.324,0.87,0.3,0.874,1.53,0.324,0.05,0.2,2.7,1.3,2.2,0.176,0.6
2021,04월 18일,0,SSG,0.133,0.508,1.73,-0.425,0,0.2,4.5,1.38,0.8,-0.075,0.875,0.185,0.787,0.83,0.075,0.074,0.259,2,1.44,1.7,0.425,0.667
2021,04월 20일,1,LG,0.243,0.81,0.63,0.212,0.054,0.27,2,1.78,1.5,0.288,0.333,0.31,0.861,1.55,-0.288,0.034,0.103,5,1.78,0.6,-0.212,1.111
2021,04월 21일,0,LG,0.278,0.699,1.1,-0.122,0,0.167,6.75,1.25,1,-0.395,0.875,0.138,0.665,0.98,0.395,0.069,0.241,2,1.56,1.1,0.122,0.667
2021,04월 22일,1,LG,0.152,0.636,1.51,0.028,0.03,0.212,1.8,1.5,2.3,0.472,0.6,0.2,0.684,2.28,-0.472,0.029,0.171,2.7,1.5,1.5,-0.028,0.7
2021,04월 23일,1,삼성,0.29,0.626,0.67,0.182,0,0.161,1,0.78,0.8,0.318,1.333,0.161,0.373,0.8,-0.318,0,0.387,2.25,1.25,0.7,-0.182,0.625
2021,04월 24일,0,삼성,0.281,0.775,0.86,-0.13,0,0.25,8,2,0.4,-0.37,0.222,0.342,1.001,0.45,0.37,0.053,0.053,4,1.44,0.9,0.13,0.889
2021,04월 25일,0,삼성,0.286,0.645,1.54,-0.47,0,0.2,2,1.67,1.9,-0.029,0.667,0.265,0.699,1.89,0.029,0,0.176,2,1.56,1.5,0.47,0.778
2021,04월 27일,1,한화,0.188,0.485,1.29,0.218,0,0.219,3,1.22,1.7,0.282,0.667,0.188,0.503,1.7,-0.282,0,0.188,3.38,1,1.3,-0.218,0.875
2021,04월 28일,1,한화,0.185,0.562,0.59,0.156,0,0.074,0,0.44,0.6,0.344,1.778,0.103,0.271,0.57,-0.344,0,0.552,3.38,1.25,0.6,-0.156,0.25
2021,04월 29일,1,한화,0.147,0.502,1.73,-0.221,0,0.294,0.82,1,1.6,0.721,0.818,0.088,0.361,1.63,-0.721,0,0.265,1.74,1.26,1.7,0.221,0.99
2021,04월 30일,0,KT,0.242,0.669,0.68,-0.009,0.03,0.303,13.5,3,0.5,-0.491,0.875,0.444,1.24,0.55,0.491,0.056,0.194,3,1.11,0.7,0.009,1.111
2021,05월 01일,0,KT,0.172,0.48,1.51,-0.568,0,0.241,3.38,1.5,0.8,0.068,1.5,0.25,0.583,0.85,-0.068,0,0.375,0,1,1.5,0.568,0.778
2021,05월 02일,0,KT,0.25,0.658,0.59,-0.226,0,0.167,10.13,2.38,0.8,-0.274,0.375,0.382,0.976,0.79,0.274,0,0.088,2,1.33,0.6,0.226,0.667
2021,05월 05일,1,롯데,0.375,0.855,0.33,0.315,0,0.125,5,1.56,0.6,0.185,0.889,0.316,0.771,0.65,-0.185,0.026,0.211,8,1.89,0.3,-0.315,0.556
2021,05월 06일,0,롯데,0.289,0.966,0.94,0.24,0.053,0.184,15.75,2.88,0.6,-0.74,0.875,0.4,1.104,0.58,0.74,0.05,0.175,8,1.89,0.9,-0.24,0.778
2021,05월 08일,0,두산,0.212,0.74,1.15,0.179,0.061,0.182,11,2.78,1.2,-0.679,0.556,0.444,1.122,1.22,0.679,0.044,0.111,5,1.11,1.1,-0.179,0.667
2021,05월 09일,0,두산,0.219,0.609,1.49,-0.265,0,0.188,5,1.56,1.4,-0.235,0.333,0.278,0.714,1.37,0.235,0,0.083,3,1.56,1.5,0.265,0.667
2021,05월 11일,1,LG,0.412,1.033,0.38,0.275,0.029,0.059,1,1.44,0.8,0.225,1,0.194,0.553,0.79,-0.225,0,0.29,7.88,2,0.4,-0.275,0.25
2021,05월 12일,1,LG,0.3,0.75,1.33,0.276,0,0.267,3,1.56,1.6,0.224,1,0.212,0.562,1.58,-0.224,0,0.273,5.63,1.88,1.3,-0.276,1
2021,05월 13일,0,LG,0.2,0.668,1.03,-0.202,0.033,0.2,7,1.67,0.7,-0.298,0.444,0.297,0.886,0.66,0.298,0.054,0.108,2,1.33,1,0.202,0.667
2021,05월 14일,0,NC,0.229,0.554,1.13,-0.203,0,0.4,5.63,1.88,1.6,-0.297,0.75,0.31,0.789,1.64,0.297,0,0.207,2,1.33,1.1,0.203,1.556
2021,05월 15일,0,NC,0.306,0.694,0.97,-0.13,0,0.167,7.88,1.88,0.5,-0.37,0.5,0.351,1.06,0.52,0.37,0.081,0.108,3,1.44,1,0.13,0.667
2021,05월 18일,0,SSG,0.306,0.756,1.26,-0.211,0,0.056,7,2,0.6,-0.289,0.444,0.368,1.06,0.6,0.289,0.053,0.105,5,1.89,1.3,0.211,0.222
2021,05월 19일,0,SSG,0.314,0.757,1.31,0.036,0,0.171,9,2.33,1.3,-0.536,0.556,0.333,0.997,1.35,0.536,0.051,0.128,9,2.33,1.3,-0.536,0.667
2021,05월 21일,0,삼성,0.278,0.631,1.2,-0.298,0,0.194,5.63,1.88,0.9,-0.202,0.75,0.345,0.889,0.94,0.202,0,0.207,3,1.22,1.2,0.298,0.778
2021,05월 22일,1,삼성,0.289,0.92,0.46,0.364,0.079,0.211,3,0.89,0.5,0.136,0.667,0.219,0.517,0.52,-0.136,0,0.188,7,1.56,0.5,-0.364,0.889
2021,05월 23일,0,삼성,0.297,0.832,0.99,0.018,0.027,0.216,7.88,1.38,1.1,-0.518,0.5,0.259,0.927,1.07,0.518,0.074,0.148,5,1.78,1,-0.018,0.889
2021,05월 26일,1,키움,0.115,0.489,0.96,0.039,0.038,0.231,1,0.89,1.2,0.461,0.778,0.125,0.462,1.18,-0.461,0.031,0.219,1,0.89,1.2,0.461,0.667
2021,05월 27일,1,키움,0.313,0.733,1.33,0.287,0,0.156,4,1.78,1.3,0.213,1.333,0.265,0.846,1.35,-0.213,0.029,0.353,5.63,1.75,1.3,-0.287,0.625
2021,05월 28일,1,KT,0.324,0.831,1.86,0.627,0,0.108,5.4,1.2,1.5,-0.127,1,0.216,0.725,1.5,0.127,0.054,0.27,5.79,2.36,1.9,-0.627,0.44
2021,05월 29일,0,KT,0.378,0.847,1.52,0.086,0,0.189,7,1.89,1.3,-0.586,1,0.258,0.807,1.34,0.586,0,0.29,5,1.89,1.5,-0.086,0.778
2021,05월 30일,0,KT,0.138,0.424,1.59,-0.337,0,0.172,4,1,1.1,-0.163,0.667,0.226,0.576,1.11,0.163,0,0.194,3,1.11,1.6,0.337,0.556
2021,06월 01일,0,한화,0.212,0.509,0.76,-0.222,0,0.152,9,1.75,0.4,-0.278,1,0.343,0.995,0.42,0.278,0.057,0.229,1,1.22,0.8,0.222,0.556
2021,06월 02일,1,한화,0.294,0.826,0.97,0.188,0,0.235,3,1.56,1.5,0.312,0.889,0.167,0.617,1.52,-0.312,0.033,0.267,4,1.78,1,-0.188,0.889
2021,06월 04일,1,LG,0.219,0.594,1.78,0.381,0,0.188,3,1,1.5,0.119,0.889,0.212,0.581,1.53,-0.119,0.03,0.242,3.12,1.38,1.8,-0.381,0.732
2021,06월 05일,0,LG,0.222,0.639,0.55,-0.125,0,0.222,8,2.22,0.5,-0.375,0.667,0.381,1.03,0.45,0.375,0.024,0.143,1,1.44,0.6,0.125,0.889
2021,06월 06일,0,LG,0.194,0.531,0.32,-0.168,0,0.161,10,1.78,0.4,-0.332,0.556,0.297,0.909,0.45,0.332,0.054,0.135,0,1.22,0.3,0.168,0.556
2021,06월 08일,0,삼성,0.161,0.527,1.14,-0.345,0,0.129,7.88,2,0.5,-0.155,0.75,0.323,0.82,0.47,0.155,0,0.194,0,1.33,1.1,0.345,0.444
2021,06월 09일,1,삼성,0.257,0.867,0.65,0.246,0.057,0.086,5,1.67,1.3,0.254,1,0.278,0.798,1.29,-0.254,0.028,0.25,7,1.78,0.6,-0.246,0.333
2021,06월 10일,0,삼성,0.229,0.593,1.38,-0.438,0,0.343,4.5,1.25,0.5,-0.062,0.625,0.294,0.785,0.48,0.062,0.059,0.147,2,1.33,1.4,0.438,1.333
2021,06월 13일,1,롯데,0.306,0.764,0.61,0.274,0.028,0.111,3,2.11,1.4,0.226,0.889,0.314,0.87,1.38,-0.226,0.029,0.229,5,1.67,0.6,-0.274,0.444
2021,06월 16일,1,SSG,0.233,0.557,0.87,-0.057,0,0.233,9,2.33,0.7,-0.472,0.333,0.265,0.931,0.67,0.472,0.029,0.088,1,1.56,0.2,0.028,0.778
2021,06월 17일,0,SSG,0.172,0.498,1.39,-0.246,0,0.172,6,1.78,1,-0.254,0.333,0.316,1.014,1.01,0.254,0.079,0.079,3,0.56,1.4,0.246,0.556
2021,06월 18일,0,LG,0.103,0.316,0.58,-0.343,0,0.069,5.63,1,0.6,-0.157,0.125,0.179,0.651,0.59,0.157,0.071,0.036,0,0.67,0.6,0.343,0.222
2021,06월 19일,0,LG,0.341,0.766,0.72,-0.148,0,0.098,7.88,1.5,0.6,-0.352,0.375,0.281,0.816,0.64,0.352,0.031,0.094,1,2,0.7,0.148,0.444
2021,06월 20일,0,LG,0.219,0.483,0.68,-0.233,0,0.188,6.75,1.75,0.6,-0.267,0.25,0.241,0.748,0.64,0.267,0.034,0.069,0,1,0.7,0.233,0.667
2021,06월 22일,0,KT,0.172,0.511,0.89,-0.209,0,0.379,5.63,1.38,0.9,-0.291,0.625,0.222,0.63,0.94,0.291,0,0.185,3,0.89,0.9,0.209,1.222
2021,06월 23일,1,KT,0.1,0.252,0.92,-0.199,0,0.167,1,0.78,1.9,0.698,1.444,0.182,0.41,1.89,-0.698,0,0.394,2,0.44,0.9,0.199,0.556
2021,06월 24일,0,KT,0.194,0.558,0.92,-0.133,0,0.29,5.63,2,1.9,-0.367,0.375,0.242,0.768,1.9,0.367,0.03,0.091,3,0.89,0.9,0.133,1
2021,06월 25일,0,키움,0.235,0.762,0.51,-0.081,0.029,0.206,15.75,3,0.4,-0.419,0.125,0.421,1.205,0.36,0.419,0.053,0.026,4,1.56,0.5,0.081,0.778
2021,06월 26일,0,키움,0.152,0.352,0.67,-0.202,0,0.182,6.75,2,0.5,-0.298,1.25,0.343,0.839,0.46,0.298,0.029,0.286,1,0.78,0.7,0.202,0.667
2021,06월 27일,0,키움,0.156,0.406,1.61,-0.085,0,0.344,5.4,1.56,0.9,-0.415,0.988,0.2,0.818,0.94,0.415,0.067,0.267,4,0.89,1.6,0.085,1.222
2021,06월 29일,0,NC,0.229,0.718,0.84,-0.026,0.057,0.171,7,1.56,0.7,-0.474,1.333,0.286,0.93,0.74,0.474,0.086,0.343,3,1.22,0.8,0.026,0.667
2021,07월 01일,1,NC,0.344,0.89,0.75,0.274,0.031,0.156,2,1.44,1.1,0.226,0.889,0.25,0.694,1.15,-0.226,0.028,0.222,6.75,2,0.7,-0.274,0.625
2021,07월 02일,1,두산,0.324,0.967,0.8,0.256,0.059,0.059,3,1.22,1.2,0.244,0.889,0.257,0.632,1.19,-0.244,0,0.229,9,1.75,0.8,-0.256,0.25
2021,07월 04일,1,두산,0.344,1.046,0.57,0.308,0.063,0.094,3,1.33,0.9,0.192,0.333,0.344,1.046,0.57,0.308,0.063,0.094,7.88,2,0.6,-0.308,0.375
2021,07월 07일,1,한화,0.184,0.559,1.74,-0.342,0,0.237,0.82,1.09,1.5,0.842,0.909,0.171,0.481,1.45,-0.842,0,0.286,3.27,1.09,1.7,0.342,0.818
2021,07월 09일,1,KT,0.417,0.939,0.69,0.38,0,0.167,4,1.22,0.5,0.12,0.778,0.294,0.717,0.46,-0.12,0.029,0.206,10.13,2.13,0.7,-0.38,0.75
2021,07월 11일,1,KT,0.138,0.469,0.87,-0.073,0.034,0.483,0,0.78,1.1,0.573,0.556,0.069,0.275,1.11,-0.573,0,0.172,2.25,0.75,0.9,0.073,1.75
2021,08월 10일,1,한화,0.212,0.578,1.04,0.136,0,0.273,1,0.89,1.2,0.364,1.556,0.188,0.507,1.15,-0.364,0,0.438,0,1.5,1,-0.136,1.125
2021,08월 13일,1,SSG,0.29,1.02,0.57,0.298,0.097,0.065,1,1.11,0.6,0.202,0.444,0.25,0.595,0.65,-0.202,0,0.111,8,1.89,0.6,-0.298,0.222
2021,08월 15일,0,SSG,0.257,0.697,0.52,0.128,0.029,0.343,11.25,2,0.5,-0.628,0.375,0.314,1.029,0.53,0.628,0.086,0.086,5,1.22,0.5,-0.128,1.333
2021,08월 18일,1,두산,0.161,0.523,0.61,0.364,0,0.032,3,0.89,0.8,0.136,0.444,0.233,0.561,0.81,-0.136,0,0.133,7,1.22,0.6,-0.364,0.111
2021,08월 20일,1,키움,0.148,0.503,1.04,0.14,0.037,0.074,2,0.89,1.2,0.36,0.556,0.188,0.447,1.16,-0.36,0,0.156,3.38,0.75,1,-0.14,0.25
2021,08월 22일,0,키움,0.219,0.661,0.85,-0.273,0.031,0.188,6,1.44,1.1,-0.227,0.889,0.242,0.723,1.12,0.227,0.03,0.242,1,1.11,0.9,0.273,0.667
2021,08월 24일,0,키움,0.324,0.834,0.96,-0.203,0.027,0.162,8,1.67,0.5,-0.297,0.333,0.278,0.913,0.5,0.297,0.083,0.083,2,1.56,1,0.203,0.667
2021,08월 25일,1,롯데,0.378,0.926,0.79,0.501,0,0.135,6,1.67,1.3,-0.001,0.444,0.308,0.913,1.25,0.001,0.077,0.103,11.25,3,0.8,-0.501,0.625
2021,08월 28일,0,SSG,0.129,0.476,0.55,-0.118,0,0.258,13.5,2.13,0.6,-0.382,0.75,0.389,1.241,0.57,0.382,0.111,0.167,4,1,0.6,0.118,0.889
2021,08월 29일,0,SSG,0.103,0.339,0.58,-0.208,0,0.207,10.13,1.75,0.3,-0.292,0.625,0.333,1.166,0.32,0.292,0.121,0.152,0,0.89,0.6,0.208,0.667
2021,09월 01일,1,두산,0.194,0.647,1.66,0.235,0.032,0.129,2,0.44,1.5,0.265,1.111,0.071,0.259,1.48,-0.265,0,0.357,3,1.33,1.7,-0.235,0.444
2021,09월 02일,0,삼성,0.188,0.423,0.96,-0.369,0,0.25,5,1.11,0.8,-0.131,0.556,0.235,0.778,0.8,0.131,0.088,0.147,1,0.89,1,0.369,0.889
2021,09월 03일,0,삼성,0.188,0.539,0.41,-0.173,0,0.094,9,2.11,0.4,-0.327,0.667,0.306,0.811,0.43,0.327,0,0.167,3,1.22,0.4,0.173,0.333
2021,09월 04일,0,한화,0.229,0.585,0.66,-0.217,0,0.171,6.75,2,1,-0.283,1.25,0.323,0.788,0.97,0.283,0,0.323,2,1.11,0.7,0.217,0.667
2021,09월 09일,0,키움,0.294,0.663,1.37,-0.096,0,0.118,5.63,1.75,1.4,-0.404,0.625,0.343,0.995,1.39,0.404,0.057,0.143,2,1.44,1.4,0.096,0.444
2021,09월 10일,0,키움,0.147,0.371,1.47,-0.376,0,0.235,3.38,1.75,0.7,-0.124,1.125,0.313,0.905,0.7,0.124,0,0.281,1,0.78,1.5,0.376,0.889
2021,09월 11일,1,NC,0.333,0.951,0.58,0.27,0.061,0.182,3,1.22,1.1,0.23,0.778,0.242,0.669,1.13,-0.23,0.03,0.212,5.63,1.63,0.6,-0.27,0.75
2021,09월 12일,0,NC,0.235,0.639,0.82,-0.207,0.029,0.235,8,1.22,0.7,-0.293,0.889,0.278,0.853,0.65,0.293,0.056,0.222,2,0.89,0.8,0.207,0.889
2021,09월 14일,0,롯데,0.324,0.918,1.33,-0.135,0.054,0.081,8,1.44,0.7,-0.365,0.556,0.286,0.823,0.7,0.365,0.029,0.143,7,1.89,1.3,0.135,0.333
2021,09월 15일,1,롯데,0.242,0.678,0.99,0.257,0,0.182,3,1.56,1.2,0.243,0.889,0.289,0.736,1.19,-0.243,0,0.211,4.5,1.88,1,-0.257,0.75
2021,09월 16일,1,삼성,0.324,0.787,0.87,0.199,0,0.135,3,1.11,1.2,0.301,0.889,0.229,0.692,1.19,-0.301,0.057,0.229,5,2,0.9,-0.199,0.556
2021,09월 17일,0,삼성,0.2,0.558,0.79,-0.281,0.029,0.257,6.75,1.88,0.6,-0.22,0.625,0.344,0.874,0.56,0.22,0,0.156,3,1,0.8,0.281,1
2021,09월 18일,1,LG,0.35,1.009,0.9,0.49,0.075,0.25,3,0.56,0.9,0.01,0.778,0.125,0.513,0.91,-0.01,0.063,0.219,9,2,0.9,-0.49,1.111
2021,09월 19일,0,LG,0.188,0.572,1.35,-0.366,0.031,0.281,4.5,1,1.2,-0.134,0.25,0.267,0.703,1.16,0.134,0,0.067,2,0.89,1.3,0.366,1
2021,09월 21일,0,KT,0.233,0.733,0.56,0.176,0.033,0.167,8,2,0.7,-0.676,0.333,0.316,0.9,0.74,0.676,0.026,0.079,4,1.33,0.6,-0.176,0.556
2021,09월 22일,1,KT,0.25,0.633,0.53,0.497,0,0.25,1,0.89,0.5,0.004,0.667,0.188,0.479,0.48,-0.004,0,0.188,5.63,1.63,0.5,-0.497,1
2021,09월 23일,0,두산,0.111,0.425,1.57,-0.55,0,0.333,1,1.56,1,0.05,0.778,0.281,0.727,1.03,-0.05,0,0.219,1,1.22,1.6,0.55,1
2021,09월 24일,0,두산,0.188,0.548,0.99,-0.177,0.031,0.094,8,2.11,0.9,-0.323,0.889,0.432,1.155,0.85,0.323,0.027,0.216,1,0.89,1,0.177,0.333
2021,09월 25일,1,SSG,0.276,0.87,0.55,0.208,0.034,0.034,1,1.22,0.7,0.292,1,0.194,0.531,0.74,-0.292,0,0.29,7.88,1.38,0.6,-0.208,0.125
2021,09월 26일,1,SSG,0.281,0.767,1.01,0.068,0.031,0.25,2,1.44,1.5,0.431,0.889,0.222,0.556,1.49,-0.431,0,0.222,6.75,1.63,1,-0.068,1
2021,09월 28일,0,NC,0.357,0.833,1.24,0.061,0,0.19,11.25,2,0.8,-0.561,1.375,0.258,0.862,0.84,0.561,0.065,0.355,8,2,1.2,-0.061,0.889
2021,09월 30일,0,키움,0.182,0.492,1.43,-0.653,0,0.333,1,1.33,1,0.154,0.333,0.257,0.659,1.04,-0.154,0,0.086,0,1,1.4,0.653,1.222
2021,10월 01일,1,키움,0.353,0.906,0.56,0.258,0,0.029,0,0.56,0.4,0.242,0.889,0.129,0.285,0.39,-0.242,0,0.258,5.63,2.13,0.6,-0.258,0.125
2021,10월 03일,1,한화,0.474,1.033,1.35,0.56,0,0.132,4,1.56,1,-0.06,0.444,0.278,0.718,1.04,0.06,0,0.111,7.88,2.75,1.4,-0.56,0.625
2021,10월 05일,0,롯데,0.242,0.699,0.85,-0.186,0.03,0.212,14.63,2.38,0.6,-0.314,0.375,0.425,1.155,0.58,0.314,0.05,0.075,3,1.44,0.9,0.186,0.778
2021,10월 06일,1,롯데,0.297,0.786,1.15,0.031,0.027,0.243,2,1.56,1.7,0.469,0.333,0.353,0.788,1.7,-0.469,0,0.088,4,1.78,1.2,-0.031,1
2021,10월 07일,0,LG,0.129,0.343,0.27,-0.203,0,0.161,7,1.44,0.5,-0.297,0.889,0.308,0.752,0.47,0.297,0.026,0.205,1,0.56,0.3,0.203,0.556
2021,10월 09일,1,한화,0.278,0.784,1,0.342,0.028,0.278,4,1.22,1.4,0.158,1,0.167,0.609,1.38,-0.158,0.033,0.3,6,1.89,1,-0.342,1.111
2021,10월 10일,1,한화,0.235,0.562,0.91,0.023,0,0.118,1,1.56,1.3,0.477,0.333,0.333,0.795,1.32,-0.477,0,0.1,1,1.22,0.9,-0.023,0.444
2021,10월 12일,0,삼성,0.129,0.382,1.53,-0.729,0.032,0.161,2,1,1,0.229,0.778,0.143,0.448,0.98,-0.229,0,0.25,1,0.44,1.5,0.729,0.556
2021,10월 13일,0,삼성,0.278,0.739,1.82,-0.292,0,0.222,5,1.22,0.9,-0.208,1.444,0.265,0.776,0.9,0.208,0.059,0.382,3,1.56,1.8,0.292,0.889
2021,10월 14일,1,삼성,0.31,0.791,0.78,0.17,0,0.172,1,0.89,0.7,0.33,0.667,0.103,0.339,0.74,-0.33,0,0.207,5.63,1.5,0.8,-0.17,0.625
2021,10월 16일,1,두산,0.273,0.823,0.98,0.374,0.03,0.152,4,1.56,1.4,0.148,1.111,0.297,0.72,1.39,-0.148,0,0.27,5,1.56,1,-0.374,0.556
2021,10월 19일,1,SSG,0.314,0.797,1.1,0.231,0.029,0.086,4,1.11,1.3,0.269,1.111,0.25,0.668,1.29,-0.269,0.031,0.313,5.63,1.75,1.1,-0.231,0.375
2021,10월 20일,1,KT,0.138,0.357,0.62,0.063,0,0.103,0,0.78,1,0.437,0.778,0.194,0.5,0.97,-0.437,0,0.226,1.13,0.88,0.6,-0.063,0.375
2021,10월 21일,0,한화,0.265,0.607,0.25,-0.061,0,0.176,11,2.56,0.4,-0.439,0.444,0.297,0.849,0.42,0.439,0,0.108,2,1.33,0.3,0.061,0.667
2021,10월 22일,1,NC,0.242,0.714,1.81,0.299,0,0.152,3,1,1,0.201,0.778,0.2,0.552,0.95,-0.201,0,0.233,5,1.67,1.8,-0.299,0.556
2021,10월 23일,1,NC,0.359,0.931,0.73,0.196,0.026,0.128,3,1.11,0.9,0.304,0.444,0.212,0.623,0.9,-0.304,0.03,0.121,7,2,0.7,-0.196,0.556
2021,10월 24일,0,NC,0.194,0.411,1.28,-0.361,0,0.333,3.38,1.38,1.2,-0.139,1.25,0.258,0.698,1.2,0.139,0.032,0.323,1,0.89,1.3,0.361,1.333
2021,10월 27일,1,롯데,0.286,0.718,1.26,0.059,0,0.2,2,0.56,1.2,0.441,0.556,0.161,0.452,1.2,-0.441,0.032,0.161,3,1.56,1.3,-0.059,0.778
2021,10월 28일,1,롯데,0.188,0.559,0.96,0.222,0.031,0.219,3,1.33,1.4,0.278,0.667,0.257,0.754,1.38,-0.278,0.057,0.171,5,1.11,1,-0.222,0.778
2021,10월 29일,0,두산,0.286,0.833,0.81,-0.04,0.029,0.314,8,2.11,0.4,-0.46,0.444,0.317,0.892,0.42,0.46,0.049,0.098,5,1.89,0.8,0.04,1.222
2021,10월 30일,0,키움,0.161,0.419,0.58,-0.235,0.032,0.226,6,2,0.5,-0.265,0.556,0.343,0.886,0.51,0.265,0.029,0.143,1,0.56,0.6,0.235,0.778
